Depth (ft),ROP (ft/hr),WOB (k-lbs),Temp Out (degF),Temp In (degF),Pit Total (bbls),Pump Press (psi),Hookload (k-lbs),Surface Torque (psi),Rotary Speed (rpm),Flow In (liters/min),Flow Out (%),WH Pressure (psi)
357.31,530.2,10.33,103.97,104.52,255.77,466.39,50.07,6.84,97.19,3957.99,57.16,0.64
358.41,124.19,1.1,104.12,104.41,256.11,461.43,59.3,6.8,87.95,3949.47,65.86,0.64
359.54,451.2,16.89,104.16,104.48,256.13,464.48,43.51,6.8,71.04,3950.26,66.27,0.64
360.74,431.98,28.56,104.2,104.44,256.13,469.06,31.85,6.84,74.19,3961.85,66.21,0.64
361.85,2977.91,0,106.03,105.05,266.01,461.43,75.31,6.8,62.71,3954.13,59.62,-0.51
362.89,310.21,0,105.99,105.02,266.01,453.81,60.44,6.76,68.02,3959.54,59.04,-0.51
363.9,133.82,3.62,106.22,105.05,266.74,460.29,56.78,6.8,98.08,3944.81,60.09,-0.51
364.93,374.41,23.45,106.26,105.05,266.95,466.39,36.95,6.84,80.28,3957.95,59.83,-0.51
365.98,75.84,27.38,101.3,104.33,277.63,225.06,57.62,4.66,41.31,2790.83,51.26,3.31
366.99,50.61,26.77,101.72,104.33,277.64,220.48,58.23,4.7,70.26,2797.8,53.05,3.31
368,106.36,3.13,102.29,104.18,275.66,319.99,81.87,4.74,49.12,3200.03,59.69,3.69
369.04,97.97,12.67,102.71,104.14,275.56,326.85,72.33,4.74,46.87,3227.93,58.49,3.31
370.05,34.62,4.96,103.48,104.18,275.55,325.71,80.04,4.78,72.99,3257.42,61.95,3.69
371.08,127.55,20.29,103.4,104.22,275.55,324.56,64.71,4.74,93.46,3248.9,62.53,3.69
372.12,128.38,20.6,103.48,104.22,275.57,326.09,64.4,4.74,88,3255.87,62.59,3.69
373.13,98.48,27.31,103.55,104.22,275.21,327.23,57.69,4.74,84.25,3265.94,59.99,3.31
374.14,82.81,18.99,103.93,104.22,275.2,326.85,66.01,4.78,81.56,3258.94,58.79,3.69
375.2,111.83,13.89,104.05,104.25,275.2,327.99,71.11,4.78,73.9,3260.53,59.05,3.69
381,100,6.34,104.05,104.22,275.2,327.61,78.66,4.74,79.27,3272.11,59.02,3.69
382.24,87,0,104.28,104.67,272.18,316.56,82.55,4.7,76.1,3134.7,53.66,4.07
383.26,42.94,7.32,104.39,104.63,272.46,336.76,75.23,4.7,114.54,3226.3,57.41,4.07
384.3,77.91,13.27,104.77,104.63,272.46,337.91,69.28,4.66,84.64,3231.72,57.76,4.07
385.36,112.24,12.96,104.73,104.63,272.45,338.67,69.59,4.7,111.16,3237.13,57.97,4.07
386.4,133.56,16.7,104.73,104.63,272.45,337.91,65.85,4.7,102.8,3223.2,57.32,4.07
387.41,165.57,17.23,104.73,104.67,272.46,336.38,65.32,4.7,88.36,3222.41,57.76,4.07
388.43,169.22,2.52,104.66,104.67,272.19,341.72,80.04,4.7,122.9,3226.3,57.53,4.07
389.47,249.3,13.73,104.73,104.67,272.18,336.38,68.83,4.74,111.95,3213.13,58.73,4.07
390.49,140.9,18.38,104.73,104.67,272.17,340.58,64.18,4.7,109.6,3232.48,59.08,4.07
391.53,186.98,18.15,104.81,104.71,272.17,337.91,64.4,4.7,115.34,3210.03,60.01,4.07
392.54,169.23,13.57,104.85,104.71,271.9,339.81,68.98,4.7,100.11,3221.65,60.51,4.07
393.56,126.32,7.47,104.81,104.75,271.89,338.29,75.08,4.7,89.28,3228.61,60.01,4.45
394.62,95.4,15.02,104.89,104.86,271.91,339.81,67.53,4.74,72.96,3228.61,60.48,4.07
395.64,96.41,6.48,104.85,104.83,271.9,341.72,76.07,4.7,78.88,3230.17,59.17,4.07
396.66,95.89,16.7,104.81,104.9,271.72,339.05,65.85,4.7,72.74,3228.61,59.52,4.07
397.7,124.66,8.39,104.81,104.94,270.5,336.76,74.16,4.74,75.52,3231,59.52,4.07
398.71,101.75,13.73,104.81,104.94,270.09,360.02,68.83,4.74,77.11,3347.44,61.8,4.45
399.77,93.07,9,104.81,104.98,269.92,338.29,73.55,4.74,80.98,3215.44,59.11,4.07
400.81,65.61,5.72,104.96,105.02,270.2,324.56,76.83,4.74,99.2,3178.15,58.11,4.07
401.83,91.58,8.77,104.92,105.09,269.87,328.76,73.78,4.74,90.47,3178.95,58.02,4.07
402.87,93.49,4.27,105,105.09,268.96,326.47,78.28,4.74,93.64,3168.88,57.85,4.07
403.91,143.82,4.8,105,105.09,268.83,326.85,77.75,4.74,89.98,3171.95,57.91,4.07
404.97,190.78,3.13,105.08,105.13,268.81,331.04,79.43,4.7,91.02,3185.12,57.09,4.07
406.01,149.58,10.98,105.11,105.13,268.81,329.9,71.57,4.74,73.78,3196.78,57.56,4.07
407.02,77.91,15.55,105.11,105.17,268.81,338.67,67,4.7,94.41,3236.37,58.32,4.07
408.04,126.32,13.5,105.19,105.21,268.54,336,69.06,4.7,76.04,3244.89,56.91,4.07
409.06,143.82,15.48,105.5,105.21,268.51,337.91,67.07,4.7,79.64,3242.58,56.41,4.07
410.08,106,10.75,105.31,105.28,268.51,337.91,71.8,4.74,78.75,3252.65,56.09,4.07
411.12,128.95,16.17,105.15,105.32,268.5,342.48,66.39,4.74,81.93,3279.07,56.27,4.45
412.14,90.96,2.75,105.15,105.47,270.53,367.64,79.81,4.7,52,3440.71,55.56,4.83
413.18,12.75,11.82,106.07,105.59,268.09,393.95,70.73,4.66,70.52,3554.76,58.61,4.45
414.2,66.76,13.65,106.3,105.66,267.79,391.28,68.9,4.7,82.99,3550.9,58.23,4.45
415.24,81.39,16.7,106.45,105.74,267.79,373.74,65.85,4.7,80.83,3424.81,56.88,4.45
416.26,88.74,4.04,105.72,107.8,265.33,364.98,55.64,4.55,77.08,3368.18,58.81,4.83
417.3,129.1,12.75,106.03,107.84,265.95,364.21,46.93,4.51,76.4,3357.36,60.01,4.83
418.34,155.52,13.27,106.33,107.84,265.99,366.88,46.41,4.55,78.14,3379.01,58.67,4.83
419.4,131.58,17.68,106.83,107.88,266,365.74,42,4.51,73.17,3365.12,58.23,4.83
420.44,149.76,10.12,107.1,107.88,266,366.12,49.56,4.51,82.96,3362.01,59.37,4.83
421.48,170.18,10.54,107.21,107.88,266,368.41,49.14,4.55,78.78,3378.29,61.16,5.21
422.52,55.87,10.75,107.48,107.91,265.99,371.46,48.93,4.55,76.74,3385.25,60.01,5.21
423.54,65.79,4.72,107.33,107.95,265.38,371.46,54.96,4.59,81.99,3386.01,61.04,4.83
424.6,146.76,2.2,107.36,107.91,265.23,371.84,57.48,4.55,81.93,3380.64,60.28,4.83
425.62,141.23,6.3,107.4,107.91,265.2,371.46,53.39,4.55,80.86,3385.25,59.6,5.21
426.64,136,4.3,107.36,107.95,264.84,372.6,55.38,4.55,82.51,3384.5,57.64,5.21
427.66,70.61,5.25,107.67,107.91,265.22,370.31,54.43,4.59,83.79,3374.43,56.3,4.83
428.68,136.01,5.14,107.71,107.91,264.93,371.84,54.54,4.55,80.43,3372.88,59.4,5.21
429.7,68,5.35,107.71,107.88,264.85,371.84,54.33,4.59,86.05,3381.39,58.4,5.21
430.72,44.77,3.88,107.63,107.91,263.69,372.98,55.8,4.59,84.92,3398.47,59.02,5.21
431.74,156,11.59,107.75,107.95,263.28,368.41,48.09,4.59,79.36,3375.22,58.32,5.21
432.78,267.42,9.34,107.86,107.99,263.23,369.93,50.34,4.59,83.45,3385.29,58.87,5.21
433.8,141.14,16.89,107.82,107.99,263.13,366.12,42.79,4.59,80.25,3375.98,58.73,5.21
434.82,122.4,9.02,107.86,107.99,262.91,367.26,50.66,4.62,84.98,3385.29,59.05,5.21
435.86,176.72,14.06,107.86,108.03,262.91,367.64,45.62,4.62,84.89,3391.5,58.7,5.21
436.88,108,14.32,107.86,107.99,262.7,366.12,45.36,4.62,84.4,3399.26,59.6,4.83
437.9,114.75,10.86,107.86,108.03,262.61,367.64,48.82,4.62,85.44,3403.12,58.43,5.21
438.92,174.86,2.68,107.94,107.99,262.33,369.17,57.01,4.62,93.64,3386.84,58.35,5.21
439.96,178.29,10.81,107.97,108.03,262.27,368.79,48.87,4.62,90.99,3377.53,59.17,5.21
441,178.14,9.5,107.9,108.07,261.71,369.55,50.19,4.62,88.18,3373.67,58.46,5.21
442.02,126.55,8.76,107.9,108.1,261.5,367.26,50.92,4.62,83.57,3353.53,58.02,5.21
443.06,176.72,13.59,107.82,108.18,261.48,370.31,46.09,4.62,86.23,3360.5,57.67,5.21
444.08,159.65,6.71,107.78,108.26,261.2,367.26,52.97,4.62,86.02,3341.12,57.73,5.21
445.15,118.16,7.14,109.19,108.22,268.9,395.09,52.26,4.55,73.2,3386.77,59.84,5.59
446.17,159.25,4.42,109.19,108.26,268.57,395.09,54.98,4.59,76.25,3392.18,60.22,5.21
447.22,105.54,2.44,109.19,108.29,268.53,396.24,56.96,4.59,77.96,3382.11,61.95,5.21
448.28,152.03,6.61,109.31,108.29,267.71,392.81,52.79,4.59,74.88,3375.15,61.74,5.21
449.29,166.49,2.4,109.35,108.33,268.38,397,57,4.59,65.21,3385.97,61.19,5.59
450.33,100.86,4.33,109.42,108.37,267.65,397.76,55.07,4.59,71.65,3390.63,60.66,5.59
451.37,162.25,4.15,109.5,108.41,267.6,396.24,55.25,4.59,67.22,3379.8,56.27,5.59
452.39,193.52,6.88,109.5,108.45,267.27,395.48,52.52,4.59,69.23,3383.66,57.03,5.59
453.48,187.62,9.6,109.46,108.45,267.03,396.24,49.8,4.59,65.76,3382.15,57.41,5.59
454.52,93.3,6.08,109.46,108.52,265.97,396.24,53.32,4.59,69.94,3372.04,58.23,5.21
455.53,140.87,5.51,109.46,108.52,265.84,392.81,53.89,4.59,69.72,3363.53,56.27,5.21
456.61,148.85,12.19,109.54,108.56,265.54,399.67,47.21,4.59,68.14,3391.42,58.02,5.21
457.67,140.78,6.17,109.61,108.6,265.19,397.76,53.23,4.62,66.89,3387.56,56.62,5.59
458.72,271.55,16.32,109.61,108.64,265.17,397,43.08,4.59,65.09,3389.08,56.88,5.21
459.78,131.01,9.29,109.69,108.64,265.15,397.76,50.11,4.59,67.59,3382.11,60.31,5.21
460.87,207.35,8.24,109.65,108.64,264.97,395.09,51.16,4.59,70.42,3374.39,59.84,5.21
461.89,228.96,17.59,109.69,108.68,264.64,396.24,41.81,4.59,65.63,3387.53,59.05,5.21
462.94,190.08,11.57,109.77,108.71,264,394.33,47.83,4.59,64.32,3371.29,58.29,5.59
463.98,138.24,10.17,109.77,108.71,263.31,392.43,49.23,4.59,68.62,3369.7,58.52,5.59
465.02,95.69,4.68,109.77,108.75,263.28,394.71,54.72,4.59,69.36,3372.8,58.49,5.21
466.05,50.43,11.31,109.73,108.83,261.9,395.86,48.09,4.59,79.73,3376.7,61.36,5.59
467.09,65.47,13.29,109.73,108.87,261.3,398.14,46.11,4.59,78.33,3386.01,59.52,5.59
468.11,53.08,13.02,109.92,108.98,259.69,394.33,46.38,4.59,84.34,3368.98,60.07,5.59
469.16,46.07,10.52,110.3,109.1,259.6,397.38,48.88,4.62,84.15,3373.63,56,5.59
470.18,126.31,11.4,110.22,109.17,259.11,397,48,4.62,81.35,3369.77,57.23,5.59
471.22,70.38,16.58,110.41,109.25,257.86,397.76,42.82,4.59,81.56,3375.94,55.94,5.59
472.24,56.35,10.43,110.57,109.32,257.82,394.71,48.97,4.59,87.11,3368.98,55.24,5.97
473.25,40.24,4.59,110.22,109.67,254.52,398.91,54.81,4.59,135.9,3322.19,59.46,5.97
474.27,61.04,10.39,110.68,109.71,254.53,395.86,49.01,4.55,82.99,3324.54,59.14,5.97
475.31,71.72,10.56,110.91,109.71,254.52,401.19,48.84,4.55,103.56,3341.57,59.11,5.97
476.33,60.04,12.89,110.83,109.74,254.52,400.43,46.51,4.55,91.17,3342.33,59.11,5.59
477.34,59.07,2.13,110.99,109.82,254.52,399.29,57.27,4.59,109.9,3327.6,58.84,5.59
478.38,98.2,8.9,110.83,109.82,254.52,405.39,50.5,4.59,91.9,3340.78,60.31,5.59
479.4,83.18,6.7,110.91,109.86,254.52,417.21,52.7,4.62,54.19,3352.55,62.65,5.59
480.41,54.84,11.66,110.8,109.97,254.47,419.88,47.74,4.59,78.78,3393.66,63.41,5.97
481.45,67.85,13.16,110.83,110.01,254.16,417.97,46.24,4.62,85.56,3399.83,60.95,5.59
482.47,79.62,15.66,110.8,110.05,253.81,418.35,43.74,4.62,81.44,3402.18,63.65,5.59
483.49,60.04,12.28,110.8,110.09,253.52,421.4,47.12,4.66,81.99,3405.28,62.06,5.59
484.5,61.04,17.11,110.91,110.12,253.29,418.35,42.29,4.66,75.46,3395.97,62.53,5.59
485.52,50.17,14.96,111.21,110.16,252.58,417.59,44.44,4.7,76.44,3399.83,63.65,5.59
486.54,58.14,10.17,111.33,110.2,252.58,419.88,49.23,4.7,77.14,3398.28,64.17,5.59
487.55,39.81,12.63,111.52,110.32,252.28,417.21,46.77,4.7,76.47,3371.17,61.95,5.97
488.57,47.76,15.44,111.71,110.32,252.28,417.21,43.96,4.7,83.94,3393.66,62.04,5.59
489.59,45.78,15.26,111.75,110.39,252.1,419.49,44.14,4.74,80.62,3395.97,62.09,5.59
490.61,65.4,13.81,111.86,110.43,251.89,413.01,45.59,4.78,77.9,3387.45,62.62,5.21
491.62,55.08,15.26,111.86,110.51,251.36,412.63,44.14,4.78,85.98,3374.24,59.31,5.21
492.66,124.4,10.78,111.9,110.54,251.21,414.16,48.62,4.82,85.89,3358.72,58.93,5.59
493.68,135.66,3.63,111.98,110.58,251.2,410.73,55.77,4.82,88.21,3347.1,58.38,5.97
494.73,190.07,9.95,111.94,110.58,251.21,409.96,49.45,4.82,87.6,3375,59.14,5.59
495.75,241.92,10.21,111.94,110.58,251.19,410.73,49.19,4.82,93.58,3354.06,58.17,5.59
496.77,244.23,5.73,111.9,110.58,251.2,411.49,53.67,4.82,89.52,3373.44,58.84,5.59
497.86,262.66,9.64,111.9,110.62,251.2,407.29,49.76,4.82,95.11,3351.75,59.69,5.59
498.96,231.77,6.66,111.86,110.66,251.19,410.73,52.74,4.82,93.37,3140.11,59.63,5.97
499.96,231.77,6.66,111.86,110.66,251.19,410.73,52.74,4.82,93.37,3140.11,59.63,5.97
500.01,237.59,8.06,111.9,110.66,250.99,413.39,51.34,4.82,94.04,3345.55,60.04,5.59
501.03,215.04,10.04,111.94,110.66,250.87,414.54,49.36,4.82,101.3,3043.24,58.14,5.59
502.07,219.56,11.14,111.94,110.66,250.86,412.63,48.26,4.82,100.08,3336.27,58.43,5.59
503.09,152.62,11.4,111.94,110.7,250.52,414.16,48,4.82,89.1,3202.91,58.76,5.59
504.14,93.3,14.61,111.21,110.58,247.52,406.15,44.79,4.78,76.74,3224.83,57.97,5.59
505.16,61.03,15.4,111.41,110.58,247.52,401.19,44,4.78,72.71,3221.72,58.46,5.21
506.18,76.3,19.3,111.44,110.58,247.29,402.34,40.1,4.78,65.76,3219.38,57.73,5.21
507.21,38.78,16.14,111.6,110.62,246.47,404.24,43.26,4.74,90.77,3224.03,58.46,5.59
508.23,91.07,11.88,111.63,110.62,246.46,405.01,47.52,4.74,84,3227.14,58.26,5.59
509.25,81.39,16.85,111.67,110.66,246.48,404.63,42.55,4.74,85.19,3221.72,59.55,5.59
510.28,64.41,10.65,111.71,110.7,246.47,400.81,48.75,4.74,84.25,3203.9,60.72,5.21
511.3,83.24,9.6,111.79,110.73,246.46,400.43,49.8,4.74,82.38,3202.31,59.37,5.59
512.32,69.11,9.95,111.86,110.77,246.44,406.15,49.45,4.78,60.48,3231.76,60.19,5.21
513.38,95.06,16.93,111.9,110.77,246.05,404.24,42.47,4.74,86.87,3217.03,59.9,5.21
514.39,64.29,8.9,111.9,110.81,246.17,405.39,50.5,4.78,65.45,3227.89,60.42,5.59
515.43,70.44,12.06,111.98,110.85,245.69,405.01,47.34,4.78,95.63,3224,60.07,5.59
516.47,91.07,6.83,112.02,110.85,245.32,405.01,52.57,4.78,90.62,3232.51,58.64,5.59
517.5,113.12,8.37,112.02,110.89,244.96,405.01,51.03,4.78,94.19,3218.58,58.08,5.21
518.52,71.75,12.1,112.02,110.93,244.65,401.96,47.3,4.78,94.99,3115.51,55.86,5.59
519.58,71.74,13.68,112.05,110.96,244.66,406.15,45.72,4.78,85.34,3220.13,56.68,5.59
520.6,130.76,10.48,112.05,111,244.65,400.81,48.92,4.78,95.11,3206.92,57.09,5.59
521.61,76.32,11.75,112.13,111,244.66,403.86,47.65,4.82,76.19,3210.03,56.91,5.21
522.63,108.63,16.58,112.09,111.04,244.64,403.1,42.82,4.78,87.88,3220.85,56.94,5.21
523.69,146.22,15,112.09,111.04,244.64,401.19,44.4,4.78,87.57,3206.92,55.94,5.59
524.72,25.03,5.25,112.24,111.12,246.58,398.53,54.15,4.85,97.7,3201.51,58.43,5.59
525.74,111.03,8.54,112.21,111.15,246.13,399.67,50.86,4.82,92.54,3201.51,58.32,5.21
526.78,77.81,10.08,112.24,111.12,246.14,399.67,49.32,4.85,92.06,3215.44,60.34,5.59
527.8,81.46,7.97,112.32,111.15,246.88,400.81,51.43,4.85,91.29,3202.27,62.04,5.21
528.84,120.4,7.67,112.32,111.19,246.79,398.91,51.73,4.85,94.34,3201.47,61.48,5.59
529.85,61.1,10.52,112.36,111.19,246.8,401.19,48.88,4.85,91.14,3200.72,57.56,5.59
530.87,58.19,9.55,112.36,111.15,246.8,400.05,49.85,4.89,89.01,3202.27,58.35,5.59
531.89,70.46,6.57,112.4,111.19,246.8,403.1,52.83,4.85,95.47,3211.54,58.32,5.21
532.93,120.41,0.7,111.79,109.02,258.45,453.43,59.07,4.7,74.36,3371.17,58.67,5.59
533.96,116.65,3.25,111.37,109.02,259.09,457.24,56.52,4.66,64.75,3386.73,58.61,5.59
535,120.35,4.7,111.21,109.02,259.26,462.19,55.07,4.7,67.98,3400.7,58.99,5.21
536.02,118.18,8.43,111.25,109.02,258.79,467.15,51.34,4.66,59.32,3411.53,59.43,5.21
537.06,120.4,7.29,111.29,109.06,259.26,467.53,52.48,4.7,79.76,3421.59,59.28,5.21
538.09,120.4,9.27,111.25,108.9,258.68,468.29,50.5,4.66,72.99,3423.15,60.83,5.21
539.11,122.64,5.93,111.25,109.06,258.95,471.34,53.84,4.66,76.07,3413.87,61.86,5.59
540.13,118.18,9.27,111.21,109.06,258.68,467.91,50.5,4.7,74.79,3412.28,59.66,5.59
541.14,121.98,10.94,111.21,108.94,258.67,467.53,48.84,4.66,67.92,3413.04,60.25,5.59
542.18,59.25,6.72,111.18,109.13,258.58,472.11,53.05,4.66,50.56,3421.59,59.6,5.59
543.22,120.4,6.98,111.14,109.17,258.58,472.49,52.79,4.66,86.96,3427.05,58.55,5.59
544.24,122.13,7.73,111.18,109.21,258.59,475.92,52.04,4.7,85.92,3433.25,56.47,5.59
545.25,118.18,7.6,111.18,109.25,258.55,475.16,52.17,4.7,88.06,3435.6,58.43,5.59
546.29,120.4,7.42,111.18,109.25,257.91,476.68,52.35,4.7,78.2,3416.98,57.91,5.59
547.31,122.12,5.09,111.18,109.29,257.84,478.21,54.68,4.7,73.78,3433.25,59.31,5.59
548.35,103.69,10.89,111.14,109.32,257.82,476.68,48.88,4.7,55.17,3442.57,59.08,5.21
549.36,99.03,6.41,111.14,109.36,257.47,474.78,53.36,4.7,90.5,3461.95,60.78,5.59
550.38,122.11,6.63,111.1,109.36,257.26,477.44,53.14,4.7,82.23,3472.02,60.4,5.21
551.42,120.41,11.77,111.18,109.36,256.33,475.16,48,4.7,79.3,3472.02,59.52,5.59
552.44,93.95,8.87,111.25,109.4,256.25,474.01,50.9,4.7,80.86,3485.19,60.34,5.59
553.45,77.97,5.4,111.29,109.44,255.95,470.96,54.37,4.7,90.1,3474.36,59.99,5.59
554.49,120.4,7.42,111.33,109.48,255.95,472.87,52.35,4.7,83.76,3454.98,60.75,5.59
555.53,120.41,5.05,111.33,109.51,255.95,478.21,54.72,4.7,88.76,3460.43,58.96,5.97
556.54,122.11,3.86,111.33,109.51,255.95,471.73,55.91,4.7,88.06,3496.85,61.33,5.59
557.56,120.41,7.55,111.37,109.55,255.96,472.49,52.22,4.7,87.51,3492.95,60.04,5.59
558.6,120.42,4.08,111.37,109.59,256.22,470.96,55.69,4.74,90.81,2881.42,60.95,5.59
559.62,122.14,3.78,111.41,109.55,256.25,474.39,55.99,4.7,94.5,3458.88,61.63,5.97
560.65,120.42,6.76,111.41,109.55,256.24,478.21,53.01,4.74,82.54,3509.23,61.57,5.59
561.67,118.18,10.94,111.48,109.59,256.25,478.21,48.84,4.74,81.8,3295.31,62.24,5.21
562.69,120.41,11.86,111.52,109.63,256.25,475.92,47.91,4.74,83.06,3160.44,62.71,5.21
563.71,109.79,12.96,110.22,108.75,265.81,390.52,46.82,4.55,24.57,3035.71,55.92,5.59
564.72,101.79,11.07,110.03,108.75,266.65,388.99,48.7,4.55,75.18,3051.99,53.9,5.59
565.74,118.18,5.45,109.84,108.75,266.95,406.53,54.33,4.55,85.89,3182.92,55.04,5.59
566.76,116.59,8.43,109.84,108.79,266.7,397,51.34,4.55,80.34,3150.37,56.97,5.59
567.78,114.49,10.76,109.84,108.79,266.69,389.38,49.01,4.55,77.56,3116.19,54.6,5.59
568.81,113.12,12.82,109.88,108.75,267.6,386.71,46.95,4.55,69.66,3108.43,54.19,5.59
569.87,97.5,2.15,110.07,108.75,268.17,390.14,57.62,4.55,87.85,3127.01,53.92,5.59
570.89,118.2,5.49,110.15,108.68,267.94,411.87,54.28,4.55,85.34,3079.05,55.59,5.59
571.93,116.65,6.32,110.19,108.68,268.5,429.03,53.45,4.51,81.68,3267.53,56.62,5.59
572.94,122.12,5.8,110.22,108.6,268.49,428.64,53.97,4.51,87.02,3259.77,56.33,5.97
573.96,118.18,10.85,110.3,108.56,268.49,428.26,48.92,4.55,78.36,3269.88,57.58,5.59
575,109.79,10.1,110.38,108.52,268.75,425.59,49.67,4.55,74.76,3262.11,56.88,5.59
576.02,122.64,7.82,110.41,108.52,268.51,435.13,51.95,4.51,67.53,3298.38,56.53,5.59
577.05,113.11,6.85,110.41,108.49,268.52,437.03,52.92,4.55,80.4,3269.69,56.15,5.97
578.09,124.42,6.59,110.41,108.45,268.66,433.22,53.18,4.55,79.55,3293.69,56.38,5.97
579.11,122.12,4.48,110.45,108.45,269.17,433.98,55.29,4.55,71.28,3291.38,56.53,5.59
580.14,120.4,2.37,110.49,108.41,269.57,433.22,57.4,4.55,88.55,3294.44,57.29,5.97
581.18,120.4,6.59,110.57,108.41,270.32,432.08,53.18,4.55,78.27,3277.41,56.59,5.59
582.2,118.18,7.03,110.57,108.37,270.25,433.22,52.74,4.55,78.78,3287.52,56.76,5.59
583.23,120.4,9.4,110.6,108.37,270.03,433.98,50.37,4.55,72.8,3289.82,57.53,5.97
584.25,118.18,9.71,110.64,108.37,270.29,435.89,50.07,4.55,72.29,3291.38,57.2,5.97
585.27,114.49,9.31,110.64,108.33,270.24,434.36,50.46,4.55,72.53,3292.17,56.03,5.97
586.29,116.65,10.23,110.68,108.33,270.3,432.84,49.54,4.55,75.28,3280.55,57.5,5.97
587.31,118.18,11.46,110.64,108.33,270.36,431.31,48.31,4.59,74.97,3036.39,56.03,5.97
588.32,71.86,4.83,110.68,108.33,270.36,434.74,54.94,4.59,70.12,3293.69,56.41,5.97
589.38,99.28,8.39,110.68,108.33,270.37,431.69,51.38,4.59,87.85,3289.03,55.97,5.97
590.42,128.71,7.82,110.64,108.29,270.36,435.51,51.95,4.59,82.42,3302.96,56.33,5.59
591.45,138.27,11.59,110.64,108.29,270.36,432.84,48.18,4.59,84.15,3286.72,56.3,5.97
592.47,107.77,6.46,110.68,108.29,271.22,434.36,53.32,4.59,85.68,3289.03,55.94,5.97
593.51,120.41,9.27,110.64,108.29,271.05,432.84,50.5,4.59,82.48,3282.82,57,5.97
594.56,143.58,3.52,109,107.72,274.94,456.09,56.78,86.86,70,3275.78,53.57,7.88
595.58,122.15,2.02,108.28,107.76,274.84,477.44,58.28,74.93,96.27,3348.01,54.39,8.26
596.6,118.19,8.7,108.09,107.84,275.2,479.73,51.6,87.78,63.19,3354.21,55.15,8.26
597.62,120.41,7.03,108.36,107.88,275.19,479.73,53.27,81.87,90.32,3345.7,56.82,8.26
598.64,126.32,0,108.66,107.88,275.18,481.64,60.96,64.4,113.2,3357.36,57.7,7.88
599.67,116.65,4.83,108.81,107.8,275.19,486.21,55.47,78.28,85.13,3361.22,57.82,7.88
600.71,119.51,0.4,109,107.88,274.88,488.5,59.9,71.69,96.14,3368.18,57.99,7.88
601.73,118.18,10.1,109.04,107.91,274.85,488.88,50.2,83.7,77.17,3367.43,58.96,7.88
602.74,118.18,4.88,109.04,107.91,274.8,485.45,55.42,71.65,92.85,3352.66,59.17,7.5
603.76,122.11,1.19,108.97,107.88,274.83,485.45,59.11,76.64,97.52,3344.14,57.79,7.88
604.78,65.44,11.6,108.74,107.88,274.84,486.98,48.7,90.48,64.81,3348.8,56.91,8.26
605.8,116.64,9.93,108.55,107.91,274.03,487.36,50.37,82.67,71.49,3341.84,56.85,8.26
606.85,108.63,0,108.36,107.95,274.28,489.64,60.78,72.83,90.38,3343.35,54.45,7.88
607.87,107.75,5.01,108.16,107.99,273.34,483.54,55.29,78.7,84.98,3337.14,55.71,7.5
608.91,120.4,4,108.01,107.99,273.25,474.39,56.3,74.01,93.83,3288.27,55.77,8.26
609.95,120.4,2.68,107.9,108.03,273.33,476.3,57.62,66.39,99.13,3290.54,56.41,7.5
610.96,122.12,4.26,107.75,108.07,272.94,475.16,56.04,71.5,85.53,3291.34,57.06,7.88
611.98,113.12,8.17,107.63,108.1,272.5,473.25,52.13,78.78,73.66,3292.89,57.41,8.26
613.02,120.4,8.83,107.48,108.1,272.32,475.54,51.47,76.15,77.93,3293.65,57.61,8.26
614.05,77.79,7.07,107.29,108.18,272.19,476.3,53.23,75.31,81.01,3279.72,58.11,7.88
615.07,101.78,6.72,107.21,108.22,272.18,474.39,53.58,78.36,76.4,3275.82,58.67,8.26
616.11,113.12,5.93,107.25,108.26,271.65,473.25,54.37,74.39,87.75,3274.27,58.29,7.88
617.15,103.69,10.02,107.44,108.26,271.56,474.01,50.28,77.83,80.1,3279.72,58.61,7.88
618.16,76.36,8.57,107.59,108.41,271.17,475.16,51.73,77.22,86.96,3271.2,58.73,7.88
619.2,91.06,7.73,107.82,108.49,270.88,472.49,52.57,82.4,75.73,3258.78,58.4,7.88
620.24,34.9,4.79,108.36,108.64,270.37,467.91,55.51,57.73,104.57,3251.82,59.22,7.5
623,34,0,106.6,108.87,267.51,440.84,61.31,60.29,59.35,3128,58.23,7.88
624.02,21.31,8.91,107.82,109.13,267.22,483.16,51.69,80.8,87.63,3228.65,58.93,7.88
625.04,98.25,9.52,108.13,109.17,267.17,489.26,51.08,76.41,89.58,3296.15,58.9,7.88
626.05,99.04,8.12,108.13,109.17,266.93,486.59,52.48,79.58,84.55,3282.97,59.4,7.88
627.09,116.65,4.56,108.09,109.17,266.07,488.5,56.04,70.28,97.82,3293.84,59.34,7.88
628.11,114.48,8.38,108.05,109.17,265.99,488.5,52.22,78.82,88.73,3286.87,59.46,8.26
629.13,121.74,7.02,107.97,109.25,265.69,490.03,53.58,70.92,96.97,3293.84,59.37,7.88
630.14,101.79,10.36,108.01,109.29,265.61,487.36,50.24,79.12,69.27,3286.83,59.11,7.88
631.16,76.34,6.1,108.09,109.29,265.59,492.31,54.5,75.8,78.94,3303.11,58.76,7.88
632.2,93.35,8.69,108.28,109.32,265.59,494.22,51.91,80.87,75.89,3301.56,58.73,7.88
633.22,91.61,7.55,108.47,109.4,265.59,495.74,53.05,80.15,77.17,3310.87,58.87,7.88
